d/t, 0.2m, 0.2025m, 0.205m, 0.2075m, 0.21m, 0.2125m, 0.215m, 0.2175m, 0.22m, 0.2225m, 0.225m, 0.2275m, 0.23m, 0.2325m, 0.235m, 0.2375m, 0.24m, 0.2425m, 0.245m, 0.2475m, 0.25m, 0.2525m, 0.255m, 0.2575m, 0.26m, 0.2625m, 0.265m, 0.2675m, 0.27m, 0.2725m, 0.275m, 0.2775m, 0.28m, 0.2825m, 0.285m, 0.2875m, 0.29m, 0.2925m, 0.295m, 0.2975m, 0.3m, 0.3025m, 0.305m, 0.3075m, 0.31m, 0.3125m, 0.315m, 0.3175m, 0.32m, 0.3225m, 0.325m, 0.3275m, 0.33m, 0.3325m, 0.335m, 0.3375m, 0.34m, 0.3425m, 0.345m, 0.3475m, 0.35m, 0.3525m, 0.355m, 0.3575m, 0.36m, 0.3625m, 0.365m, 0.3675m, 0.37m, 0.3725m, 0.375m, 0.3775m, 0.38m, 0.3825m, 0.385m, 0.3875m, 0.39m, 0.3925m, 0.395m, 0.3975m, 0.4m, 0.4025m, 0.405m, 0.4075m, 0.41m, 0.4125m, 0.415m, 0.4175m, 0.42m, 0.4225m, 0.425m, 0.4275m, 0.43m, 0.4325m, 0.435m, 0.4375m, 0.44m, 0.4425m, 0.445m, 0.4475m, 0.45m, 0.4525m, 0.455m, 0.4575m, 0.46m, 0.4625m, 0.465m, 0.4675m, 0.47m, 0.4725m, 0.475m, 0.4775m, 0.48m, 0.4825m, 0.485m, 0.4875m, 0.49m, 0.4925m, 0.495m, 0.4975m, 0.5m, 0.5025m, 0.505m, 0.5075m, 0.51m, 0.5125m, 0.515m, 0.5175m, 0.52m, 0.5225m, 0.525m, 0.5275m, 0.53m, 0.5325m, 0.535m, 0.5375m, 0.54m, 0.5425m, 0.545m, 0.5475m, 0.55m, 0.5525m, 0.555m, 0.5575m, 0.56m, 0.5625m, 0.565m, 0.5675m, 0.57m, 0.5725m, 0.575m, 0.5775m, 0.58m, 0.5825m, 0.585m, 0.5875m, 0.59m, 0.5925m, 0.595m, 0.5975m, 0.6m, 0.6025m, 0.605m, 0.6075m, 0.61m, 0.6125m, 0.615m, 0.6175m, 0.62m, 0.6225m, 0.625m, 0.6275m, 0.63m, 0.6325m, 0.635m, 0.6375m, 0.64m, 0.6425m, 0.645m, 0.6475m
49, 324.9692, 297.1952, 313.7292, 296.5687, 196.6571, 106.5129, 147.6652, 116.5032, 267.1666, 115.7411, 121.2353, 158.6443, 138.7083, 123.7942, 58.7282, 213.9276, 118.6971, 100.9009, 210.6015, 159.2482, 148.0709, 51.0392, 161.4466, 166.8682, 86.267, 108.9771, 210.3188, 102.2595, 169.7439, 96.2549, 116.1077, 14.3178, 130.5105, 182.5431, 99.0, 75.1332, 179.9611, 99.3227, 129.124, 122.3765, 160.0156, 214.3665, 152.3155, 122.0, 146.823, 147.187, 141.4496, 123.0691, 85.7963, 177.1017, 60.4152, 97.1648, 111.1126, 66.9403, 141.9472, 188.4808, 78.848, 128.8914, 102.2008, 119.4194, 88.5664, 210.238, 144.7791, 118.7266, 161.6075, 91.4002, 85.5862, 94.6414, 146.9864, 126.1943, 130.4952, 248.6202, 138.058, 190.2446, 95.6033, 91.2195, 109.2932, 236.053, 186.7967, 164.8302, 181.1988, 184.6212, 20.2485, 77.0065, 84.9706, 107.5174, 158.1423, 134.3317, 182.7895, 69.9214, 129.8692, 61.0, 168.6001, 111.0405, 66.4003, 76.4003, 148.6371, 149.5627, 131.0153, 72.45, 80.0562, 47.8017, 81.9878, 94.0479, 121.6224, 48.5077, 75.6902, 104.0769, 84.6936, 70.6116, 54.5894, 138.7984, 75.6902, 98.2344, 48.1664, 100.1249, 94.0, 37.3363, 55.4437, 100.005, 30.5287, 57.28, 82.7587, 30.8058, 21.9317, 20.1246, 74.411, 52.8394, 68.0661, 11.0, 92.477, 94.8472, 32.7567, 43.2666, 30.8869, 76.2168, 45.8912, 101.2126, 52.0384, 39.6232, 52.8394, 89.5879, 78.6448, 85.0882, 27.5136, 84.3149, 128.969, 84.0536, 41.5933, 45.4533, 79.0569, 42.45, 87.0919, 71.1126, 95.0158, 126.6254, 30.0167, 38.0789, 157.6896, 45.1885, 67.4759, 74.2024, 112.0045, 62.1289, 66.2193, 101.0198, 70.859, 63.3246, 57.28, 81.4923, 56.0803, 42.9418, 18.4391, 111.8928, 83.3847, 86.3134, 50.6952, 19.7231, 119.1008, 74.027
50, 493.0254, 378.0119, 340.9927, 318.4965, 310.3369, 105.4372, 256.3299, 185.0757, 165.9397, 110.44, 94.3663, 107.1681, 156.0833, 110.8197, 157.8924, 109.0367, 144.7342, 166.0873, 142.443, 189.2142, 80.6226, 123.1016, 120.0708, 225.1777, 104.8046, 145.8252, 104.3504, 155.5635, 97.2934, 101.2423, 58.4123, 174.7942, 130.6139, 109.2245, 172.122, 119.5408, 174.6339, 181.1353, 267.8451, 126.1507, 156.6046, 161.1366, 135.3403, 134.0821, 227.5895, 176.6635, 172.3514, 141.0, 172.6789, 58.0086, 137.1313, 128.1601, 142.8741, 61.7738, 116.4989, 113.5297, 93.6002, 86.8332, 103.9423, 200.8831, 149.6162, 105.7213, 99.985, 177.6288, 134.3726, 65.7647, 99.8098, 81.5966, 153.7335, 184.4397, 166.5803, 120.0167, 167.8869, 190.0316, 146.2395, 146.8605, 73.0, 42.72, 162.1635, 38.3275, 132.0984, 191.7551, 150.333, 9.0, 95.1893, 187.5233, 181.604, 167.0748, 115.5725, 145.7978, 78.9177, 108.6002, 57.2451, 263.9489, 100.896, 154.3535, 96.1509, 98.6712, 98.1529, 171.7586, 86.3713, 154.5477, 90.9065, 133.124, 69.2315, 78.0577, 117.3925, 56.5862, 140.46, 57.2451, 40.8167, 108.5219, 31.5753, 84.8646, 94.0053, 114.1271, 79.404, 30.4138, 58.6003, 35.3836, 132.0038, 39.0, 35.7351, 50.3587, 25.6125, 28.6356, 76.8505, 170.4494, 117.0, 49.0408, 26.2488, 96.5091, 54.0833, 33.8378, 72.111, 117.4266, 157.156, 66.8506, 95.6033, 12.083, 75.8947, 43.8634, 103.9423, 147.8986, 32.249, 116.1809, 62.9682, 38.8973, 76.6942, 78.492, 86.954, 57.0088, 80.1561, 60.407, 81.9329, 18.0278, 61.5224, 31.0644, 94.0213, 128.4134, 14.5602, 115.421, 62.8172, 54.5619, 60.9262, 42.0119, 70.6045, 85.5102, 31.1448, 118.5327, 39.0, 22.4722, 91.4112, 27.6586, 80.4487, 108.6002, 68.4763, 122.8861, 48.0833, 42.2019
51, 388.0747, 337.7632, 266.5802, 251.4538, 248.4854, 196.311, 176.7824, 159.8312, 150.2332, 87.1149, 49.2443, 212.0024, 147.8513, 146.0137, 213.476, 49.6488, 106.4049, 102.0686, 114.9652, 113.8859, 129.8345, 125.2996, 65.0, 140.0357, 172.5572, 140.0357, 114.5295, 169.3576, 204.9634, 146.3489, 176.5814, 168.6001, 139.1294, 95.7549, 170.1558, 132.8533, 187.2432, 188.9047, 165.3028, 149.7899, 111.4495, 191.7185, 163.6154, 101.4002, 139.1294, 141.4284, 131.3202, 181.6645, 214.2825, 130.545, 130.9198, 125.1, 70.1142, 127.6754, 128.4445, 104.2929, 79.6241, 120.1541, 52.3927, 176.706, 161.6075, 160.1531, 117.0684, 94.8736, 124.5953, 145.8355, 104.0048, 62.5859, 133.5403, 123.0366, 148.7179, 83.0963, 160.5148, 61.8466, 81.3941, 112.058, 101.1781, 209.423, 80.6102, 27.4591, 175.4195, 92.0869, 117.2732, 181.2209, 79.8123, 44.2832, 134.9518, 210.2403, 123.065, 79.404, 107.6151, 24.3311, 94.0, 133.9328, 153.8831, 128.5652, 100.2397, 51.4782, 119.6411, 74.027, 103.8171, 141.8238, 44.5533, 91.4166, 81.2158, 75.8222, 25.02, 140.89, 94.8472, 111.3059, 73.5391, 100.1798, 48.0, 28.3196, 94.4299, 61.4003, 17.0, 41.3401, 65.8027, 110.2089, 108.8485, 116.0905, 87.3212, 34.0147, 76.5768, 104.0769, 51.9711, 57.0351, 77.7946, 48.0, 55.4707, 116.4818, 114.7911, 54.1202, 69.7711, 73.3894, 70.8378, 56.3649, 26.9258, 40.3113, 76.4199, 38.2099, 73.3348, 34.9285, 93.145, 110.6391, 108.2266, 71.8471, 10.0, 72.111, 48.3839, 84.8999, 66.2873, 68.1542, 42.0595, 81.0555, 13.4536, 28.8617, 8.0, 37.2156, 18.7883, 90.7359, 112.7874, 146.4411, 136.4991, 54.8179, 55.3173, 12.2066, 28.2843, 60.531, 69.0507, 108.0463, 95.901, 56.0, 30.3645, 71.6938, 36.4005, 48.0833, 83.4086, 80.4114
52, 373.5077, 336.1577, 289.0848, 309.7418, 275.3924, 148.9228, 198.6353, 106.2121, 169.6231, 131.2288, 226.5502, 54.5711, 37.6962, 70.7107, 108.0417, 135.1481, 146.154, 144.4749, 36.3593, 143.3876, 145.4166, 190.1289, 95.6033, 183.1529, 139.0036, 173.1733, 161.9136, 132.8533, 60.6053, 97.7394, 131.4876, 56.5155, 86.8332, 210.6419, 157.191, 157.0987, 146.1848, 94.8472, 58.2495, 99.5389, 143.6837, 150.6021, 173.4878, 121.6553, 207.5885, 108.3744, 214.7091, 157.4071, 142.0035, 193.0414, 180.8342, 108.6738, 130.0615, 102.7862, 77.4661, 101.1929, 159.2482, 126.1943, 119.0, 195.1666, 77.0779, 135.0741, 57.2713, 186.6574, 113.0, 51.1566, 113.8859, 114.4814, 201.9332, 71.5052, 157.035, 77.0065, 92.358, 146.8911, 94.921, 84.5991, 170.4846, 36.4005, 203.0025, 106.2121, 47.0744, 196.7867, 90.5207, 50.3289, 144.1284, 162.2498, 33.0, 124.7758, 104.3887, 104.6375, 65.7875, 179.3878, 124.1974, 61.8466, 107.2054, 94.8103, 17.4929, 77.3886, 87.2009, 72.0069, 122.1188, 135.8308, 44.5533, 92.1792, 75.6637, 29.7321, 14.2127, 135.2036, 99.5038, 117.3882, 83.7377, 153.3101, 99.0051, 111.9464, 76.1577, 30.0167, 23.6008, 53.7587, 61.3514, 66.1891, 46.6905, 48.8467, 49.0408, 123.9072, 73.9256, 90.2552, 51.0882, 33.2415, 42.4382, 62.6259, 214.8953, 112.969, 44.5533, 55.3624, 39.5601, 94.2019, 65.192, 79.2275, 78.4092, 51.0784, 105.0048, 53.8145, 148.4857, 74.1687, 46.0652, 28.6531, 72.3464, 73.4098, 74.9466, 51.6236, 120.5529, 93.1719, 95.7706, 55.9017, 73.3757, 52.0096, 43.1741, 72.5328, 91.1976, 45.3431, 101.548, 95.0368, 86.0233, 107.3546, 30.3645, 49.366, 102.0196, 93.3488, 57.2451, 70.8308, 109.3846, 95.268, 87.3212, 79.6116, 61.3514, 67.1863, 34.8281, 95.5249, 23.5372, 31.4006
53, 458.4365, 306.8192, 304.2581, 197.3145, 236.2308, 213.7148, 207.7402, 129.0155, 120.8801, 133.9627, 184.7431, 178.059, 100.8067, 129.4025, 119.0378, 135.0926, 155.4381, 86.093, 137.8768, 121.4331, 151.1192, 95.5196, 54.3323, 126.8464, 109.4166, 183.9837, 37.855, 173.1416, 80.9568, 105.0809, 41.7732, 76.2168, 98.2293, 119.8082, 141.0142, 191.3243, 111.0, 106.2309, 186.4537, 93.5201, 157.8132, 108.2312, 131.6055, 58.0775, 58.0086, 175.0114, 92.358, 36.2353, 177.0988, 83.0963, 115.7411, 52.9528, 164.56, 111.7721, 171.5634, 114.5426, 93.6056, 158.2182, 76.0592, 77.3692, 153.2645, 214.5903, 90.9175, 235.6459, 110.2089, 113.1106, 94.1116, 194.2009, 58.8982, 90.2552, 44.3847, 155.3609, 81.2219, 113.0044, 117.3456, 137.7534, 41.3038, 172.3514, 64.3506, 146.1232, 102.3963, 88.0057, 200.5243, 105.6882, 167.9047, 53.1601, 117.4266, 222.0811, 125.4193, 102.4158, 33.2415, 114.6298, 157.2927, 52.4786, 202.0817, 167.6305, 117.686, 169.5936, 66.3702, 68.0661, 63.561, 94.921, 66.1211, 106.3297, 103.7882, 64.1327, 70.2353, 76.0592, 23.7065, 144.2567, 41.8808, 29.7321, 32.0156, 84.006, 137.9928, 18.3848, 84.8646, 162.0494, 53.8238, 108.2589, 83.8689, 8.0, 34.7851, 39.2173, 26.4764, 59.4138, 60.531, 94.2603, 6.4031, 113.864, 25.318, 71.8053, 131.8256, 63.6318, 139.8428, 58.8982, 118.9033, 71.5542, 70.5762, 79.6241, 73.2462, 97.1236, 112.8051, 43.2897, 19.4165, 52.345, 135.9779, 112.712, 120.4201, 89.1067, 64.3506, 173.3263, 74.3303, 106.8878, 165.5295, 33.3017, 87.0919, 72.4224, 103.2473, 105.3613, 67.5426, 89.8944, 19.9249, 18.4391, 64.3817, 29.4109, 30.0167, 101.1336, 89.4707, 53.4509, 63.2851, 71.007, 45.4533, 76.4788, 18.3848, 16.2788, 113.8464, 61.7171, 39.5601, 69.3542
54, 418.5738, 413.8526, 224.6108, 315.5139, 217.8623, 280.7775, 284.037, 79.712, 137.1787, 159.0126, 89.8944, 97.3242, 161.2265, 104.3552, 36.0555, 130.2997, 28.4605, 214.9651, 90.4268, 105.6882, 182.1483, 87.6812, 112.2854, 221.9392, 147.0306, 183.3385, 92.358, 166.1716, 187.4166, 147.8716, 167.6305, 129.0155, 146.2395, 212.4382, 66.7533, 117.652, 188.2817, 187.0107, 226.0553, 245.4486, 170.552, 142.1724, 133.4054, 169.8499, 278.627, 93.8136, 60.8358, 66.2118, 174.7713, 150.8509, 46.1736, 199.3314, 108.8531, 161.722, 229.2248, 160.0781, 106.6068, 147.7329, 120.4201, 123.199, 142.1724, 156.157, 122.6744, 149.8166, 102.0, 170.4494, 102.45, 159.6653, 158.3919, 141.0035, 131.2174, 172.0029, 187.3873, 167.5858, 133.6451, 132.5179, 153.0131, 115.1347, 116.0431, 100.8018, 166.7153, 156.8216, 106.2544, 114.2366, 166.6043, 167.5858, 101.2423, 142.8041, 143.6837, 125.6861, 69.4622, 173.0462, 10.4403, 71.4703, 92.477, 89.8109, 99.985, 129.3561, 105.3945, 46.5296, 57.4282, 104.7378, 34.6554, 77.9359, 148.1216, 109.0183, 35.7771, 42.4264, 49.2443, 138.6001, 58.7963, 94.6414, 45.607, 20.2485, 78.2624, 74.3303, 69.1231, 36.7696, 81.6333, 48.7955, 40.5216, 88.2383, 129.6187, 63.6396, 133.2404, 32.7567, 12.0416, 94.921, 52.6308, 101.4002, 73.4302, 124.4829, 73.8783, 102.1078, 80.4487, 21.3776, 106.5129, 35.3412, 139.6066, 74.6726, 27.313, 63.0079, 96.3016, 48.0937, 21.6333, 70.1783, 87.8635, 156.237, 94.3398, 89.0674, 128.5613, 127.5343, 80.3057, 46.7547, 97.0824, 116.2497, 184.5887, 54.1295, 80.025, 110.0227, 128.7245, 142.6359, 93.6056, 88.0057, 35.1141, 86.209, 33.121, 42.72, 88.0909, 82.2192, 12.1655, 96.7471, 71.007, 143.0035, 20.6155, 25.4951, 34.0147, 47.676, 35.3836, 80.2621
55, 441.905, 347.9727, 217.9472, 229.1768, 267.9179, 234.3864, 288.4198, 118.0678, 170.5902, 123.4382, 147.5669, 195.617, 139.1187, 43.1856, 158.1455, 128.1601, 69.0652, 122.6744, 126.3725, 74.0608, 215.5737, 159.1006, 173.6491, 208.3459, 222.2521, 167.0838, 213.2135, 166.3731, 92.4175, 102.9612, 142.443, 76.6616, 164.0488, 138.4522, 162.0, 220.4926, 61.1882, 112.8716, 94.3663, 190.966, 85.4283, 111.8928, 133.0601, 152.6106, 183.2948, 188.7432, 113.9517, 221.199, 167.1077, 135.5913, 103.9663, 178.4657, 134.6291, 115.1564, 196.4128, 115.2085, 87.1321, 109.0413, 139.2695, 130.361, 168.3449, 195.9413, 222.2521, 39.5601, 121.8277, 122.2007, 193.6104, 112.1606, 103.0776, 97.4526, 113.6354, 145.7978, 162.0987, 49.3964, 241.9132, 145.6091, 115.434, 109.1238, 70.7743, 197.8408, 176.7824, 155.5892, 75.0067, 65.7951, 54.4885, 73.6817, 146.5776, 100.8067, 106.4707, 102.1763, 29.8329, 41.3038, 56.5155, 56.6392, 46.0435, 122.4132, 108.683, 53.0848, 105.5367, 64.846, 121.2023, 95.0789, 127.5813, 42.45, 65.307, 96.566, 61.2944, 40.4475, 31.4006, 10.0, 88.0909, 101.3903, 38.4187, 60.8112, 37.2156, 31.257, 58.6003, 94.6256, 92.6337, 27.0185, 46.0652, 89.0, 116.1034, 19.2354, 18.6011, 34.2053, 104.8475, 19.799, 106.2544, 137.0109, 107.8378, 55.7853, 41.5933, 42.7551, 111.5034, 93.4077, 62.6418, 88.2553, 116.456, 148.5194, 127.2831, 16.4924, 56.0357, 57.5587, 102.0196, 18.2483, 102.1078, 82.201, 72.5328, 79.6304, 76.6942, 61.2699, 221.6055, 35.8469, 64.3506, 82.134, 56.6392, 8.0623, 168.0268, 121.0496, 124.6154, 112.361, 51.0392, 67.0298, 88.8369, 154.6739, 78.4092, 49.0408, 63.2851, 91.5478, 63.0635, 20.6155, 64.846, 13.0, 99.0202, 42.45, 28.6356, 78.492, 39.5601, 126.6965
56, 376.5541, 278.8207, 335.5384, 182.2142, 227.9846, 239.5204, 162.2899, 149.683, 112.0045, 75.71, 118.596, 153.4699, 90.802, 146.5776, 115.8318, 139.1761, 120.8801, 171.8284, 205.9223, 163.6154, 202.0, 194.5353, 137.9746, 209.1244, 91.351, 177.5528, 79.1202, 89.3588, 166.012, 81.2219, 126.9212, 114.2847, 160.8229, 137.3645, 155.467, 176.6465, 127.1928, 137.9311, 83.4865, 139.0539, 190.683, 138.1774, 100.1299, 127.4755, 165.7377, 198.517, 172.8178, 188.2658, 115.6763, 174.8285, 108.9771, 60.1664, 80.2621, 177.9017, 168.3449, 144.0139, 174.1407, 119.708, 184.9459, 64.3506, 285.9545, 110.5351, 57.7235, 148.7616, 81.3204, 164.5965, 178.0449, 121.0372, 158.5213, 131.0954, 93.6216, 167.8869, 191.0105, 139.4417, 84.0, 104.7378, 134.6588, 116.1551, 38.4708, 111.4002, 73.3348, 234.5656, 176.853, 154.0032, 161.6972, 96.3846, 178.1011, 81.0247, 156.0288, 69.6419, 58.6941, 169.7793, 101.6071, 103.1601, 132.3065, 73.1642, 181.8048, 83.2406, 37.3363, 101.1336, 26.2488, 95.5249, 71.1969, 70.0357, 53.0, 57.5674, 106.7801, 38.4708, 76.9415, 14.8661, 42.4264, 35.1141, 12.6491, 29.8329, 38.0789, 58.1378, 99.0454, 32.0624, 52.345, 110.4536, 31.0161, 147.0544, 48.8365, 135.7682, 41.1947, 40.5216, 137.3062, 139.0324, 126.5899, 52.345, 53.8516, 107.1541, 104.3168, 89.4707, 60.8276, 118.7139, 116.1551, 105.7024, 53.3385, 71.0282, 103.6967, 172.6297, 49.1935, 40.5216, 132.9699, 159.2231, 147.6787, 44.2832, 114.0044, 70.214, 78.2943, 39.4588, 143.8367, 86.0233, 36.2353, 141.993, 102.3914, 13.6015, 72.0, 109.8089, 73.4098, 30.0, 162.3884, 6.3246, 50.2494, 155.6535, 91.6624, 44.4072, 108.706, 53.1413, 67.082, 100.8067, 52.9528, 47.927, 104.9952, 123.2234, 30.4795, 64.1249, 97.1288, 91.2195
57, 329.8803, 361.6144, 301.5046, 315.7531, 214.2195, 204.8927, 231.6916, 177.792, 161.6075, 79.6241, 151.268, 177.882, 102.8834, 147.1666, 101.0198, 114.1096, 150.7116, 107.1681, 54.8179, 84.3801, 78.721, 148.4318, 151.3473, 213.3542, 119.4738, 177.7892, 124.8239, 124.904, 146.5776, 164.0152, 128.1601, 113.6002, 87.5557, 121.499, 170.8011, 115.3646, 83.1505, 137.7679, 143.0, 168.609, 193.5691, 71.5891, 78.2368, 104.8094, 112.6055, 106.5692, 182.784, 104.0481, 49.2443, 178.7316, 166.0753, 157.0032, 158.5339, 21.0238, 92.4175, 115.0695, 90.5207, 155.2353, 82.0061, 115.6633, 106.0424, 68.4105, 49.0408, 48.9183, 9.434, 203.0813, 122.4091, 168.9645, 140.1321, 149.1208, 60.7454, 9.4868, 234.1709, 199.0, 99.0202, 73.1095, 79.0759, 137.2006, 72.5603, 162.5608, 75.1864, 130.5412, 179.4937, 136.565, 36.2353, 70.0357, 102.8834, 121.5977, 112.0714, 89.9611, 185.2242, 83.5284, 106.0754, 33.1361, 87.3212, 18.7883, 150.03, 101.1237, 100.6479, 64.0312, 138.6542, 44.4072, 78.7909, 36.2353, 49.1935, 99.8499, 51.8845, 68.0294, 36.0555, 63.5689, 58.5235, 67.5426, 94.578, 70.0, 154.3114, 118.2244, 110.0045, 20.1246, 107.0187, 66.2873, 57.7235, 7.0711, 13.4536, 64.4981, 24.7588, 154.0422, 48.7955, 96.2549, 87.4643, 56.0803, 109.11, 136.1653, 58.5235, 112.45, 123.4585, 109.2016, 138.0145, 133.0338, 71.0282, 177.2005, 170.7659, 50.5964, 104.2017, 97.0155, 114.5862, 193.6517, 136.8247, 75.505, 168.6001, 78.1025, 109.5901, 144.4195, 99.3227, 155.8236, 59.0762, 15.2971, 62.6099, 106.0189, 169.685, 108.4666, 50.04, 136.1323, 72.1803, 84.9706, 120.3329, 102.9272, 50.636, 82.8553, 92.6553, 138.8848, 23.3238, 95.1893, 67.2309, 65.5134, 50.5668, 41.1096, 39.9249, 94.0479, 56.3028, 88.0057
58, 409.4643, 359.3021, 358.469, 201.7573, 269.1505, 191.4079, 288.82, 119.6704, 259.0483, 164.0122, 157.4357, 31.8904, 78.848, 137.8985, 90.7579, 132.0984, 116.6619, 144.9586, 92.358, 154.9355, 104.9952, 190.5177, 166.0271, 264.1969, 135.0741, 129.6341, 56.5862, 131.8939, 204.245, 212.2192, 123.0041, 153.2645, 158.619, 229.3818, 207.7137, 82.4924, 116.1077, 102.4744, 223.486, 106.3015, 55.5428, 187.2165, 180.9447, 165.605, 126.9055, 105.119, 167.9673, 102.489, 126.0992, 93.4077, 120.1541, 147.0544, 185.7444, 152.6106, 79.0569, 140.4635, 119.8541, 151.4001, 111.6826, 201.8539, 194.1159, 114.2847, 159.54, 164.1493, 97.1236, 58.2495, 133.9627, 133.7012, 174.3158, 139.517, 85.0412, 169.7557, 114.4814, 49.4065, 37.1214, 105.9481, 109.2245, 103.9423, 34.1321, 100.4241, 136.7808, 76.243, 73.0068, 109.3846, 101.2423, 85.0412, 46.3897, 47.2652, 178.7177, 69.4262, 83.5703, 111.6647, 80.5295, 84.9058, 107.8564, 76.6551, 21.4009, 149.6429, 95.1893, 115.8706, 33.2415, 134.4061, 78.0, 17.0, 50.8035, 32.8024, 87.6641, 53.8516, 50.9902, 99.2018, 69.3109, 27.4591, 25.5539, 50.9608, 72.3671, 59.7746, 166.8203, 32.9848, 57.8014, 100.4092, 56.2228, 101.1385, 92.2659, 111.2205, 92.9731, 14.7648, 39.6989, 103.7882, 111.4002, 126.2458, 76.0592, 93.9415, 91.0494, 116.2497, 98.0459, 147.9628, 34.7131, 65.7647, 95.268, 65.9242, 98.8838, 126.2101, 84.8764, 89.0505, 67.4685, 45.4863, 101.0792, 106.0047, 18.0278, 53.1507, 105.1523, 182.6308, 160.8011, 190.9398, 69.7209, 76.4003, 105.8017, 94.8262, 60.4152, 108.2589, 145.0, 36.7696, 83.0963, 142.2146, 112.2542, 33.0151, 28.4253, 87.1436, 15.0, 79.4292, 69.814, 72.3464, 48.4665, 75.4321, 94.3663, 47.7598, 73.5731, 28.0, 65.1153, 71.1126
59, 426.5642, 417.2793, 222.3803, 239.4598, 242.9424, 179.2456, 93.9628, 128.4445, 188.3029, 146.0548, 191.3243, 101.4347, 158.7514, 142.1267, 165.4872, 128.1288, 132.2309, 102.6158, 131.6435, 54.6717, 140.3567, 129.0039, 133.1953, 217.6901, 183.8831, 223.7074, 172.3514, 84.8646, 159.4773, 171.2688, 151.2085, 180.6931, 118.0042, 252.7647, 153.9415, 203.3642, 91.2688, 209.6187, 200.3921, 184.5671, 129.4681, 190.3786, 121.7539, 184.6646, 147.4347, 201.0895, 82.7587, 163.2483, 158.8081, 164.2011, 115.2476, 266.6027, 164.7574, 140.4315, 179.4018, 165.1303, 114.3372, 81.8841, 183.4802, 93.0215, 117.2902, 190.9057, 97.4987, 127.2831, 152.3975, 106.4049, 147.9899, 218.33, 141.3223, 198.154, 52.811, 149.683, 152.0822, 164.4536, 169.8529, 97.3293, 101.4938, 129.8075, 134.5251, 76.4853, 164.6238, 87.9659, 116.8289, 207.7715, 158.6726, 82.365, 231.7585, 127.5813, 62.426, 89.1572, 76.1577, 94.3716, 93.6002, 120.3412, 88.8426, 116.0689, 92.6553, 133.2404, 47.8539, 130.8625, 40.5216, 35.6931, 33.6155, 97.3293, 44.2041, 52.5547, 29.4109, 150.9603, 82.4621, 44.0, 52.0865, 67.4685, 56.4358, 66.5282, 60.6712, 37.108, 22.0907, 179.7248, 63.8201, 19.2354, 109.8772, 47.0106, 43.1393, 134.7145, 102.0, 14.2127, 94.8947, 96.0833, 112.0045, 83.8153, 101.8332, 113.7805, 209.122, 86.3713, 189.7077, 120.4865, 113.1724, 56.0357, 143.0035, 110.9099, 114.3897, 147.1394, 194.4659, 40.0, 240.075, 124.3262, 109.8362, 175.7754, 150.0533, 170.4611, 151.6047, 58.0775, 166.1114, 58.3095, 52.0, 28.178, 31.6228, 13.0, 96.8762, 74.3303, 132.8006, 49.7695, 96.7729, 50.5371, 152.3975, 48.2701, 38.0132, 50.2892, 55.0273, 72.8011, 61.9839, 50.0, 78.5875, 48.5489, 77.2528, 52.9245, 66.1891, 122.0, 72.2496, 155.2611
60, 442.4353, 371.194, 283.6512, 196.3695, 200.1125, 121.3342, 132.9699, 112.058, 145.9897, 162.1172, 155.9134, 194.0541, 53.7401, 85.276, 118.2709, 94.414, 111.6647, 105.019, 134.7182, 195.7269, 115.2085, 85.235, 178.8323, 170.0118, 162.779, 131.8939, 81.8413, 220.7555, 126.8897, 137.4809, 137.8768, 146.9864, 139.4453, 98.0816, 138.0036, 34.2053, 151.5388, 157.6991, 114.2366, 127.8124, 169.7528, 201.7176, 99.0051, 125.1719, 203.9314, 65.8559, 127.2006, 128.082, 178.1011, 135.9301, 61.6198, 170.1352, 95.5249, 185.6906, 125.7657, 147.1224, 73.4302, 38.6005, 205.3534, 207.5114, 148.3846, 59.6657, 130.6025, 108.9771, 85.0412, 140.3567, 195.041, 138.2245, 97.5756, 120.0333, 117.4138, 113.0398, 98.9545, 131.4002, 148.5564, 104.8094, 68.0294, 193.7679, 87.3613, 152.0132, 191.9088, 123.0041, 77.9295, 82.365, 61.4003, 217.635, 78.5684, 162.2621, 68.8186, 141.598, 128.5496, 98.0051, 154.0195, 161.9413, 93.4077, 76.0263, 83.0241, 198.7285, 55.4707, 46.5296, 121.2642, 65.307, 120.7394, 51.0392, 118.0381, 31.9531, 27.313, 77.1298, 61.4654, 68.352, 42.72, 53.0094, 85.4283, 23.0, 55.6058, 125.9603, 35.2278, 21.095, 32.311, 110.5351, 89.8721, 58.0086, 95.4254, 41.7732, 90.7855, 69.3109, 106.1037, 112.712, 60.9262, 76.8375, 88.5494, 129.8075, 55.1453, 85.2877, 93.1933, 139.1294, 207.099, 103.0776, 79.712, 142.2744, 42.0476, 111.2205, 121.0, 135.665, 152.6106, 125.2996, 83.0241, 132.1893, 184.7647, 92.0706, 128.4562, 159.424, 83.6002, 122.4418, 122.5765, 104.0433, 99.1817, 40.4969, 141.5662, 81.2158, 182.9371, 150.632, 85.1469, 163.6826, 127.0039, 106.7801, 62.2896, 35.4683, 40.7922, 115.1694, 15.2643, 127.5813, 81.0494, 85.1645, 10.8167, 17.8045, 73.0616, 83.4865, 17.4642, 25.9615
